Iteration,Step,ActorLoss,CriticLoss,Entropy,RedMeanReward,RedWinRate,RedRewardStd,WinRateRecent,RedMissiles,BlueMissiles,Episodes,RedWins,BlueWins,Draws,RedAliveMean,BlueAliveMean,RedDeathsMissile,RedDeathsCrash,BlueDeathsMissile,BlueDeathsCrash,RedMissileHits,BlueMissileHits,RedMissileHitRate,BlueMissileHitRate,KD_Red,RWR,RewardVersion
126,12600,-0.059935,0.531358,0.276092,-57.8282,0.000000,24.2958,0.000000,0.0,0.9,54,0,30,24,0.5000,2.0000,37,43,0,0,0,37,0.000000,0.725490,0.000000,0.000000,fixed_ta_v1
127,12700,-0.058915,0.126790,0.274837,-57.8282,0.000000,24.2958,0.000000,0.0,0.9,54,0,30,24,0.5000,2.0000,37,43,0,0,0,37,0.000000,0.725490,0.000000,0.000000,fixed_ta_v1
128,12800,-0.058941,0.841949,0.273109,-57.8282,0.000000,24.2958,0.000000,0.0,0.9,54,0,30,24,0.5000,2.0000,37,43,0,0,0,37,0.000000,0.725490,0.000000,0.000000,fixed_ta_v1
129,12900,-0.045931,30.053906,0.273101,-59.2034,0.000000,24.5173,0.000000,0.0,0.8,56,0,32,24,0.4800,2.0000,37,47,0,0,0,37,0.000000,0.725490,0.000000,0.000000,fixed_ta_v1
130,13000,-0.069449,0.599170,0.272734,-59.2034,0.000000,24.5173,0.000000,0.0,0.8,56,0,32,24,0.4800,2.0000,37,47,0,0,0,37,0.000000,0.725490,0.000000,0.000000,fixed_ta_v1
131,13100,-0.049371,0.136151,0.271475,-59.2034,0.000000,24.5173,0.000000,0.0,0.8,56,0,32,24,0.4800,2.0000,37,47,0,0,0,37,0.000000,0.725490,0.000000,0.000000,fixed_ta_v1
132,13200,-0.080690,2.125730,0.271065,-59.2034,0.000000,24.5173,0.000000,0.0,0.8,56,0,32,24,0.4800,2.0000,37,47,0,0,0,37,0.000000,0.725490,0.000000,0.000000,fixed_ta_v1
133,13300,-0.048047,1.957724,0.269269,-59.2034,0.000000,24.5173,0.000000,0.0,0.8,56,0,32,24,0.4800,2.0000,37,47,0,0,0,37,0.000000,0.725490,0.000000,0.000000,fixed_ta_v1
134,13400,-0.053148,2.442690,0.267597,-59.2034,0.000000,24.5173,0.000000,0.0,0.8,56,0,32,24,0.4800,2.0000,37,47,0,0,0,37,0.000000,0.725490,0.000000,0.000000,fixed_ta_v1
135,13500,-0.066040,1.518696,0.267214,-58.5468,0.000000,24.6436,0.000000,0.0,0.7,58,0,32,26,0.5000,2.0000,37,49,0,0,0,37,0.000000,0.725490,0.000000,0.000000,fixed_ta_v1
136,13600,-0.064865,0.331486,0.267705,-58.5468,0.000000,24.6436,0.000000,0.0,0.7,58,0,32,26,0.5000,2.0000,37,49,0,0,0,37,0.000000,0.711538,0.000000,0.000000,fixed_ta_v1
137,13700,-0.074616,3.439311,0.268527,-58.5468,0.000000,24.6436,0.000000,0.0,0.7,58,0,32,26,0.5000,2.0000,37,49,0,0,0,37,0.000000,0.711538,0.000000,0.000000,fixed_ta_v1
138,13800,-0.070378,0.422578,0.268216,-58.5468,0.000000,24.6436,0.000000,0.0,0.7,58,0,32,26,0.5000,2.0000,37,49,0,0,0,37,0.000000,0.711538,0.000000,0.000000,fixed_ta_v1
139,13900,-0.051101,0.375210,0.267349,-58.5468,0.000000,24.6436,0.000000,0.0,0.7,58,0,32,26,0.5000,2.0000,37,49,0,0,0,37,0.000000,0.711538,0.000000,0.000000,fixed_ta_v1
140,14000,-0.056367,1.331600,0.264707,-58.5468,0.000000,24.6436,0.000000,0.0,0.7,58,0,32,26,0.5000,2.0000,37,49,0,0,0,37,0.000000,0.711538,0.000000,0.000000,fixed_ta_v1
141,14100,-0.071510,1.668263,0.261791,-58.4842,0.000000,23.9649,0.000000,0.0,0.7,60,0,32,28,0.5000,2.0000,38,50,0,0,0,38,0.000000,0.730769,0.000000,0.000000,fixed_ta_v1
142,14200,-0.062004,0.334093,0.262524,-58.4842,0.000000,23.9649,0.000000,0.0,0.7,60,0,32,28,0.5000,2.0000,38,50,0,0,0,38,0.000000,0.730769,0.000000,0.000000,fixed_ta_v1
143,14300,-0.055047,0.152097,0.265328,-58.4842,0.000000,23.9649,0.000000,0.0,0.7,60,0,32,28,0.5000,2.0000,38,50,0,0,0,38,0.000000,0.730769,0.000000,0.000000,fixed_ta_v1
144,14400,-0.061277,39.259842,0.267373,-58.4505,0.000000,23.9357,0.000000,0.0,0.6,61,0,33,28,0.5000,2.0000,38,52,0,0,0,38,0.000000,0.730769,0.000000,0.000000,fixed_ta_v1
145,14500,-0.074036,1.297844,0.266938,-58.4505,0.000000,23.9357,0.000000,0.0,0.6,61,0,33,28,0.5000,2.0000,38,52,0,0,0,38,0.000000,0.730769,0.000000,0.000000,fixed_ta_v1
146,14600,-0.054983,0.557313,0.265696,-58.4505,0.000000,23.9357,0.000000,0.0,0.6,61,0,33,28,0.5000,2.0000,38,52,0,0,0,38,0.000000,0.730769,0.000000,0.000000,fixed_ta_v1
147,14700,-0.044385,31.257694,0.268219,-57.8659,0.000000,24.1489,0.000000,0.0,0.5,63,0,34,29,0.5200,2.0000,38,55,0,0,0,38,0.000000,0.730769,0.000000,0.000000,fixed_ta_v1
148,14800,-0.047568,0.924082,0.270428,-57.8659,0.000000,24.1489,0.000000,0.0,0.5,63,0,34,29,0.5200,2.0000,38,55,0,0,0,38,0.000000,0.730769,0.000000,0.000000,fixed_ta_v1
149,14900,-0.074161,29.669849,0.272161,-57.9407,0.000000,24.1858,0.000000,0.0,0.5,64,0,35,29,0.5200,2.0000,38,57,0,0,0,38,0.000000,0.730769,0.000000,0.000000,fixed_ta_v1
150,15000,-0.068697,0.731856,0.270848,-57.9407,0.000000,24.1858,0.000000,0.0,0.5,64,0,35,29,0.5200,2.0000,38,57,0,0,0,38,0.000000,0.716981,0.000000,0.000000,fixed_ta_v1
151,15100,-0.063960,3.983990,0.269003,-57.9407,0.000000,24.1858,0.000000,0.0,0.5,64,0,35,29,0.5200,2.0000,38,57,0,0,0,38,0.000000,0.716981,0.000000,0.000000,fixed_ta_v1
152,15200,-0.060224,0.817097,0.269699,-57.9407,0.000000,24.1858,0.000000,0.0,0.5,64,0,35,29,0.5200,2.0000,38,57,0,0,0,38,0.000000,0.716981,0.000000,0.000000,fixed_ta_v1
153,15300,-0.054056,23.626134,0.269564,-57.6734,0.000000,24.3456,0.000000,0.0,0.4,66,0,36,30,0.5200,2.0000,39,59,0,0,0,39,0.000000,0.735849,0.000000,0.000000,fixed_ta_v1
154,15400,-0.063833,0.306414,0.268719,-57.6734,0.000000,24.3456,0.000000,0.0,0.4,66,0,36,30,0.5200,2.0000,39,59,0,0,0,39,0.000000,0.722222,0.000000,0.000000,fixed_ta_v1
155,15500,-0.079083,40.568890,0.267613,-57.9222,0.000000,24.4955,0.000000,0.0,0.4,67,0,37,30,0.5200,2.0000,39,61,0,0,0,39,0.000000,0.722222,0.000000,0.000000,fixed_ta_v1
156,15600,-0.062329,0.501850,0.267853,-57.9222,0.000000,24.4955,0.000000,0.0,0.4,67,0,37,30,0.5200,2.0000,39,61,0,0,0,39,0.000000,0.722222,0.000000,0.000000,fixed_ta_v1
157,15700,-0.071879,0.521313,0.270053,-57.9222,0.000000,24.4955,0.000000,0.0,0.4,67,0,37,30,0.5200,2.0000,39,61,0,0,0,39,0.000000,0.722222,0.000000,0.000000,fixed_ta_v1
158,15800,-0.081607,0.374809,0.271115,-57.9222,0.000000,24.4955,0.000000,0.0,0.4,67,0,37,30,0.5200,2.0000,39,61,0,0,0,39,0.000000,0.722222,0.000000,0.000000,fixed_ta_v1
159,15900,-0.070113,3.911324,0.270679,-56.7930,0.000000,24.6709,0.000000,0.0,0.4,68,0,37,31,0.5400,2.0000,40,61,0,0,0,40,0.000000,0.740741,0.000000,0.000000,fixed_ta_v1
160,16000,-0.053248,0.473669,0.269363,-56.7930,0.000000,24.6709,0.000000,0.0,0.4,68,0,37,31,0.5400,2.0000,40,61,0,0,0,40,0.000000,0.740741,0.000000,0.000000,fixed_ta_v1
161,16100,-0.072134,2.876955,0.268075,-55.7475,0.000000,24.8069,0.000000,0.0,0.4,69,0,37,32,0.5600,2.0000,40,62,0,0,0,40,0.000000,0.727273,0.000000,0.000000,fixed_ta_v1
162,16200,-0.073121,0.156579,0.268456,-55.7475,0.000000,24.8069,0.000000,0.0,0.4,69,0,37,32,0.5600,2.0000,40,62,0,0,0,40,0.000000,0.727273,0.000000,0.000000,fixed_ta_v1
163,16300,-0.064860,0.606348,0.268206,-55.7475,0.000000,24.8069,0.000000,0.0,0.4,69,0,37,32,0.5600,2.0000,40,62,0,0,0,40,0.000000,0.727273,0.000000,0.000000,fixed_ta_v1
164,16400,-0.050251,1.088586,0.267008,-55.7475,0.000000,24.8069,0.000000,0.0,0.4,69,0,37,32,0.5600,2.0000,40,62,0,0,0,40,0.000000,0.727273,0.000000,0.000000,fixed_ta_v1
165,16500,-0.057520,3.370357,0.267705,-54.6990,0.000000,25.3268,0.000000,0.0,0.3,70,0,37,33,0.5800,2.0000,41,62,0,0,0,41,0.000000,0.745455,0.000000,0.000000,fixed_ta_v1
166,16600,-0.065947,0.867052,0.267842,-54.6990,0.000000,25.3268,0.000000,0.0,0.3,70,0,37,33,0.5800,2.0000,41,62,0,0,0,41,0.000000,0.745455,0.000000,0.000000,fixed_ta_v1
167,16700,-0.056454,1.950533,0.267944,-54.5279,0.000000,25.4474,0.000000,0.0,0.3,71,0,37,34,0.5800,2.0000,41,63,0,0,0,41,0.000000,0.745455,0.000000,0.000000,fixed_ta_v1
168,16800,-0.043431,0.258274,0.267172,-54.5279,0.000000,25.4474,0.000000,0.0,0.3,71,0,37,34,0.5800,2.0000,41,63,0,0,0,41,0.000000,0.745455,0.000000,0.000000,fixed_ta_v1
169,16900,-0.051075,0.512117,0.265922,-54.5279,0.000000,25.4474,0.000000,0.0,0.3,71,0,37,34,0.5800,2.0000,41,63,0,0,0,41,0.000000,0.732143,0.000000,0.000000,fixed_ta_v1
170,17000,-0.048062,0.189836,0.265663,-54.5279,0.000000,25.4474,0.000000,0.0,0.3,71,0,37,34,0.5800,2.0000,41,63,0,0,0,41,0.000000,0.732143,0.000000,0.000000,fixed_ta_v1
171,17100,-0.051035,0.848298,0.266871,-52.7473,0.000000,26.6431,0.000000,0.0,0.3,72,0,37,35,0.6200,2.0000,41,63,0,0,0,41,0.000000,0.732143,0.000000,0.000000,fixed_ta_v1
172,17200,-0.047460,0.240022,0.267235,-52.7473,0.000000,26.6431,0.000000,0.0,0.3,72,0,37,35,0.6200,2.0000,41,63,0,0,0,41,0.000000,0.706897,0.000000,0.000000,fixed_ta_v1
173,17300,-0.036151,29.760964,0.268824,-51.1209,0.000000,26.4599,0.000000,0.0,0.2,74,0,38,36,0.6400,2.0000,44,63,0,0,0,44,0.000000,0.758621,0.000000,0.000000,fixed_ta_v1
174,17400,-0.057976,2.115574,0.270568,-51.1209,0.000000,26.4599,0.000000,0.0,0.2,74,0,38,36,0.6400,2.0000,44,63,0,0,0,44,0.000000,0.758621,0.000000,0.000000,fixed_ta_v1
175,17500,-0.062263,2.792253,0.270716,-51.1209,0.000000,26.4599,0.000000,0.0,0.2,74,0,38,36,0.6400,2.0000,44,63,0,0,0,44,0.000000,0.745763,0.000000,0.000000,fixed_ta_v1
176,17600,-0.056591,0.157272,0.270159,-51.1209,0.000000,26.4599,0.000000,0.0,0.2,74,0,38,36,0.6400,2.0000,44,63,0,0,0,44,0.000000,0.745763,0.000000,0.000000,fixed_ta_v1
177,17700,-0.033690,0.369560,0.270818,-51.1209,0.000000,26.4599,0.000000,0.0,0.2,74,0,38,36,0.6400,2.0000,44,63,0,0,0,44,0.000000,0.745763,0.000000,0.000000,fixed_ta_v1
178,17800,-0.025021,0.630448,0.272252,-51.1209,0.000000,26.4599,0.000000,0.0,0.2,74,0,38,36,0.6400,2.0000,44,63,0,0,0,44,0.000000,0.745763,0.000000,0.000000,fixed_ta_v1
179,17900,-0.044026,3.334446,0.272199,-51.0547,0.000000,26.5201,0.000000,0.0,0.2,76,0,38,38,0.6400,2.0000,45,64,0,0,0,45,0.000000,0.762712,0.000000,0.000000,fixed_ta_v1
180,18000,-0.056121,0.665120,0.269480,-51.0547,0.000000,26.5201,0.000000,0.0,0.2,76,0,38,38,0.6400,2.0000,45,64,0,0,0,45,0.000000,0.762712,0.000000,0.000000,fixed_ta_v1
181,18100,-0.060491,0.230119,0.269579,-51.0547,0.000000,26.5201,0.000000,0.0,0.2,76,0,38,38,0.6400,2.0000,45,64,0,0,0,45,0.000000,0.762712,0.000000,0.000000,fixed_ta_v1
182,18200,-0.071652,3.481652,0.272554,-51.0547,0.000000,26.5201,0.000000,0.0,0.2,76,0,38,38,0.6400,2.0000,45,64,0,0,0,45,0.000000,0.762712,0.000000,0.000000,fixed_ta_v1
183,18300,-0.050802,0.089682,0.274914,-51.0547,0.000000,26.5201,0.000000,0.0,0.2,76,0,38,38,0.6400,2.0000,45,64,0,0,0,45,0.000000,0.762712,0.000000,0.000000,fixed_ta_v1
184,18400,-0.060032,0.541682,0.275074,-51.0547,0.000000,26.5201,0.000000,0.0,0.2,76,0,38,38,0.6400,2.0000,45,64,0,0,0,45,0.000000,0.762712,0.000000,0.000000,fixed_ta_v1
185,18500,-0.057025,4.084304,0.274481,-49.2127,0.000000,27.5043,0.000000,0.2,0.2,78,0,38,40,0.6800,2.0000,45,65,0,0,0,45,0.000000,0.762712,0.000000,0.000000,fixed_ta_v1
186,18600,-0.061829,0.805021,0.273004,-49.2127,0.000000,27.5043,0.000000,0.2,0.2,78,0,38,40,0.6800,2.0000,45,65,0,0,0,45,0.000000,0.762712,0.000000,0.000000,fixed_ta_v1
187,18700,-0.060533,3.367026,0.272812,-49.2127,0.000000,27.5043,0.000000,0.2,0.2,78,0,38,40,0.6800,2.0000,45,65,0,0,0,45,0.000000,0.762712,0.000000,0.000000,fixed_ta_v1
188,18800,-0.056828,49.111799,0.269810,-49.6140,0.000000,27.6267,0.000000,0.2,0.2,79,0,39,40,0.6600,2.0000,45,67,0,0,0,45,0.000000,0.762712,0.000000,0.000000,fixed_ta_v1
189,18900,-0.078621,0.744645,0.267137,-49.6140,0.000000,27.6267,0.000000,0.2,0.2,79,0,39,40,0.6600,2.0000,45,67,0,0,0,45,0.000000,0.762712,0.000000,0.000000,fixed_ta_v1
190,19000,-0.061353,57.793831,0.264541,-50.1968,0.000000,27.7757,0.000000,0.2,0.2,80,0,40,40,0.6400,2.0000,45,69,0,0,0,45,0.000000,0.762712,0.000000,0.000000,fixed_ta_v1
191,19100,-0.069626,1.209734,0.263442,-50.0569,0.000000,27.8162,0.000000,0.2,0.2,81,0,40,41,0.6400,2.0000,45,70,0,0,0,45,0.000000,0.762712,0.000000,0.000000,fixed_ta_v1
192,19200,-0.075177,1.367778,0.263252,-50.0569,0.000000,27.8162,0.000000,0.2,0.2,81,0,40,41,0.6400,2.0000,45,70,0,0,0,45,0.000000,0.762712,0.000000,0.000000,fixed_ta_v1
193,19300,-0.040265,47.776507,0.263792,-51.5733,0.000000,28.3565,0.000000,0.2,0.2,83,0,42,41,0.6000,2.0000,45,74,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
194,19400,-0.054080,2.531505,0.265433,-51.5733,0.000000,28.3565,0.000000,0.2,0.2,83,0,42,41,0.6000,2.0000,45,74,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
195,19500,-0.059350,27.627871,0.266728,-51.9401,0.000000,28.8312,0.000000,0.2,0.2,84,0,43,41,0.6000,2.0000,45,76,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
196,19600,-0.068409,1.289676,0.266290,-51.9401,0.000000,28.8312,0.000000,0.2,0.2,84,0,43,41,0.6000,2.0000,45,76,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
197,19700,-0.060430,0.395843,0.265995,-51.9401,0.000000,28.8312,0.000000,0.2,0.2,84,0,43,41,0.6000,2.0000,45,76,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
198,19800,-0.056246,0.329010,0.265667,-51.9401,0.000000,28.8312,0.000000,0.2,0.2,84,0,43,41,0.6000,2.0000,45,76,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
199,19900,-0.052847,0.529242,0.264673,-51.8886,0.000000,28.8480,0.000000,0.2,0.2,85,0,43,42,0.6000,2.0000,45,77,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
200,20000,-0.057197,1.080306,0.265254,-51.8886,0.000000,28.8480,0.000000,0.2,0.2,85,0,43,42,0.6000,2.0000,45,77,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
201,20100,-0.063781,0.318691,0.268075,-52.4190,0.000000,28.1252,0.000000,0.2,0.2,86,0,43,43,0.5800,2.0000,45,78,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
202,20200,-0.064647,0.502934,0.269708,-52.4190,0.000000,28.1252,0.000000,0.2,0.2,86,0,43,43,0.5800,2.0000,45,78,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
203,20300,-0.064014,0.165978,0.270695,-52.4190,0.000000,28.1252,0.000000,0.2,0.2,86,0,43,43,0.5800,2.0000,45,78,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
204,20400,-0.061170,0.590459,0.271695,-52.4190,0.000000,28.1252,0.000000,0.2,0.2,86,0,43,43,0.5800,2.0000,45,78,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
205,20500,-0.064266,1.245189,0.271880,-52.3961,0.000000,28.1334,0.000000,0.2,0.2,87,0,43,44,0.5800,2.0000,45,79,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
206,20600,-0.061962,0.266312,0.268302,-52.3961,0.000000,28.1334,0.000000,0.2,0.2,87,0,43,44,0.5800,2.0000,45,79,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
207,20700,-0.069293,1.700888,0.266674,-52.3904,0.000000,28.1431,0.000000,0.2,0.2,88,0,43,45,0.5800,2.0000,45,79,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
208,20800,-0.080506,0.839319,0.266774,-52.3904,0.000000,28.1431,0.000000,0.2,0.2,88,0,43,45,0.5800,2.0000,45,79,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
209,20900,-0.060707,1.469047,0.268309,-52.3904,0.000000,28.1431,0.000000,0.2,0.2,88,0,43,45,0.5800,2.0000,45,79,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
210,21000,-0.053533,0.394459,0.269617,-52.3904,0.000000,28.1431,0.000000,0.2,0.2,88,0,43,45,0.5800,2.0000,45,79,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
211,21100,-0.053640,1.393607,0.269948,-52.9109,0.000000,27.5126,0.000000,0.2,0.2,89,0,43,46,0.5600,2.0000,45,80,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
212,21200,-0.070234,0.608908,0.267913,-52.9109,0.000000,27.5126,0.000000,0.2,0.2,89,0,43,46,0.5600,2.0000,45,80,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
213,21300,-0.059155,2.710322,0.265912,-51.9981,0.000000,27.1878,0.000000,0.2,0.2,90,0,43,47,0.5800,2.0000,45,81,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
214,21400,-0.060143,0.775482,0.263184,-51.9981,0.000000,27.1878,0.000000,0.2,0.2,90,0,43,47,0.5800,2.0000,45,81,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
215,21500,-0.050681,1.427215,0.263555,-51.9981,0.000000,27.1878,0.000000,0.2,0.2,90,0,43,47,0.5800,2.0000,45,81,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
216,21600,-0.064599,0.144432,0.265042,-51.9981,0.000000,27.1878,0.000000,0.2,0.2,90,0,43,47,0.5800,2.0000,45,81,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
217,21700,-0.046312,0.870624,0.266164,-50.9012,0.000000,28.8934,0.000000,0.2,0.2,91,0,43,48,0.6000,2.0000,45,81,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
218,21800,-0.059534,0.234262,0.265754,-50.9012,0.000000,28.8934,0.000000,0.2,0.2,91,0,43,48,0.6000,2.0000,45,81,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
219,21900,-0.051429,1.582312,0.265223,-49.8290,0.000000,28.3430,0.000000,0.2,0.2,92,0,43,49,0.6200,2.0000,45,82,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
220,22000,-0.065534,0.586021,0.264532,-49.8290,0.000000,28.3430,0.000000,0.2,0.2,92,0,43,49,0.6200,2.0000,45,82,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
221,22100,-0.060278,0.136024,0.263494,-49.8290,0.000000,28.3430,0.000000,0.2,0.2,92,0,43,49,0.6200,2.0000,45,82,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
222,22200,-0.057004,0.088130,0.262791,-49.8290,0.000000,28.3430,0.000000,0.2,0.2,92,0,43,49,0.6200,2.0000,45,82,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
223,22300,-0.061367,0.671950,0.262791,-48.2492,0.000000,29.2633,0.000000,0.2,0.2,93,0,43,50,0.6600,2.0000,45,82,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
224,22400,-0.074018,0.824955,0.264495,-48.2492,0.000000,29.2633,0.000000,0.2,0.2,93,0,43,50,0.6600,2.0000,45,82,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
225,22500,-0.067118,0.942089,0.264974,-46.5867,0.000000,29.9569,0.000000,0.2,0.2,94,0,43,51,0.7000,2.0000,45,82,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
226,22600,-0.067837,3.027088,0.263688,-46.5867,0.000000,29.9569,0.000000,0.2,0.2,94,0,43,51,0.7000,2.0000,45,82,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
227,22700,-0.057516,2.288540,0.263865,-46.5867,0.000000,29.9569,0.000000,0.2,0.2,94,0,43,51,0.7000,2.0000,45,82,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
228,22800,-0.031559,48.268222,0.265936,-46.7007,0.000000,30.0463,0.000000,0.2,0.2,95,0,44,51,0.7000,2.0000,45,84,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
229,22900,-0.026403,2.336309,0.267211,-46.0075,0.000000,29.8529,0.000000,0.2,0.2,96,0,44,52,0.7200,2.0000,45,85,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
230,23000,-0.052092,2.776282,0.265950,-46.0075,0.000000,29.8529,0.000000,0.2,0.2,96,0,44,52,0.7200,2.0000,45,85,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
231,23100,-0.061080,0.154833,0.265723,-46.0075,0.000000,29.8529,0.000000,0.2,0.2,96,0,44,52,0.7200,2.0000,45,85,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
232,23200,-0.063059,3.255477,0.266339,-46.0075,0.000000,29.8529,0.000000,0.2,0.2,96,0,44,52,0.7200,2.0000,45,85,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
233,23300,0.037062,0.293430,0.267737,-46.0075,0.000000,29.8529,0.000000,0.2,0.2,96,0,44,52,0.7200,2.0000,45,85,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
234,23400,-0.047201,3.283106,0.267743,-46.3193,0.000000,29.7209,0.000000,0.2,0.2,97,0,44,53,0.7200,2.0000,45,86,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
235,23500,-0.064837,2.963396,0.266936,-45.5271,0.000000,29.4789,0.000000,0.2,0.2,98,0,44,54,0.7400,2.0000,45,87,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
236,23600,-0.046701,1.452584,0.266573,-45.5271,0.000000,29.4789,0.000000,0.2,0.2,98,0,44,54,0.7400,2.0000,45,87,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
237,23700,-0.057516,0.219504,0.267930,-45.5271,0.000000,29.4789,0.000000,0.2,0.2,98,0,44,54,0.7400,2.0000,45,87,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
238,23800,-0.059696,0.125603,0.269259,-45.5271,0.000000,29.4789,0.000000,0.2,0.2,98,0,44,54,0.7400,2.0000,45,87,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
239,23900,-0.051199,0.082867,0.268701,-45.5271,0.000000,29.4789,0.000000,0.2,0.2,98,0,44,54,0.7400,2.0000,45,87,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
240,24000,-0.062168,2.294137,0.267089,-44.7888,0.000000,29.1160,0.000000,0.2,0.2,99,0,44,55,0.7600,2.0000,45,88,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
241,24100,-0.041732,0.536036,0.265513,-43.2765,0.000000,29.5417,0.000000,0.2,0.2,100,0,44,56,0.8000,2.0000,45,88,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
242,24200,-0.072191,1.961568,0.266126,-43.2765,0.000000,29.5417,0.000000,0.2,0.2,100,0,44,56,0.8000,2.0000,45,88,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
243,24300,-0.057035,0.122984,0.263787,-43.2765,0.000000,29.5417,0.000000,0.2,0.2,100,0,44,56,0.8000,2.0000,45,88,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
244,24400,-0.047057,11.072504,0.260794,-43.2765,0.000000,29.5417,0.000000,0.2,0.2,100,0,44,56,0.8000,2.0000,45,88,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
245,24500,-0.054623,0.993593,0.260135,-43.2765,0.000000,29.5417,0.000000,0.2,0.2,100,0,44,56,0.8000,2.0000,45,88,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
246,24600,-0.041163,0.227021,0.259847,-42.2863,0.000000,30.6794,0.000000,0.7,0.2,101,0,44,57,0.8200,2.0000,45,88,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
247,24700,-0.029487,5.552636,0.257535,-41.6649,0.000000,30.5245,0.000000,0.7,0.2,102,0,44,58,0.8400,2.0000,45,89,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
248,24800,-0.060752,0.321743,0.253992,-41.6649,0.000000,30.5245,0.000000,0.7,0.2,102,0,44,58,0.8400,2.0000,45,89,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
249,24900,-0.068781,6.695014,0.254972,-41.6649,0.000000,30.5245,0.000000,0.7,0.2,102,0,44,58,0.8400,2.0000,45,89,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
250,25000,-0.053286,0.226346,0.256082,-41.6649,0.000000,30.5245,0.000000,0.7,0.2,102,0,44,58,0.8400,2.0000,45,89,0,0,0,45,0.000000,0.750000,0.000000,0.000000,fixed_ta_v1
