Step,Iteration,RedMeanReward,RedRewardStd,WinRateRecent,WinRateCumul,RedMissiles,BlueMissiles,Episodes,RedWins,BlueWins,Draws,RedAliveMean,BlueAliveMean,RedDeathsMissile,RedDeathsCrash,BlueDeathsMissile,BlueDeathsCrash,RedMissileHits,BlueMissileHits,RedMissileHitRate,BlueMissileHitRate,KD_Red_AllDeaths,KD_Red_MissileOnly,RWR,RWRDenominatorZero,RewardVersion,RewardMode,ObsNormalization,PIDProfile,PIDThrottleBase,MissileGuidanceMode,CheckpointSchema,ActionDistribution,AltitudeRewardConfigVersion,AltitudeRewardConfig,ActionStdMean,ActionStdMin,ActionStdMax,ActionLogStdMean,ActorLoss,CriticLoss,LatentEntropy,r_pitch,r_roll,r_alt,r_bound,r_vel,r_adv,r_end,r_death,r_pitch_team_sum,r_pitch_per_agent_mean,r_roll_team_sum,r_roll_per_agent_mean,r_alt_team_sum,r_alt_per_agent_mean,r_bound_team_sum,r_bound_per_agent_mean,r_vel_team_sum,r_vel_per_agent_mean,r_adv_team_sum,r_adv_per_agent_mean,r_end_team,LaunchDiagRedGeometryOk,LaunchDiagBlueGeometryOk,LaunchDiagRedLaunches,LaunchDiagBlueLaunches,LaunchDiagRedRangeOk,LaunchDiagRedAoOk,LaunchDiagRedTaOk,LaunchDiagBlueRangeOk,LaunchDiagBlueAoOk,LaunchDiagBlueTaOk,LaunchDiagRedEngagedBlocked,LaunchDiagBlueEngagedBlocked,LaunchDiagRedCooldownBlocked,LaunchDiagBlueCooldownBlocked,LaunchDiagRedKillCooldownBlocked,LaunchDiagBlueKillCooldownBlocked,LaunchDiagRedLockMature,LaunchDiagBlueLockMature,RedGeometryToLaunchRate,BlueGeometryToLaunchRate,RedRangeToGeometryRate,BlueRangeToGeometryRate,RedLaunchRangeMean,RedLaunchRangeP25,RedLaunchRangeP50,RedLaunchRangeP75,RedLaunchAoDegMean,RedLaunchAoDegP50,RedLaunchTaDegMean,RedLaunchTaDegP50,RedLaunchClosingSpeedMean,RedLaunchAltitudeDiffAbsMean,RedLaunchHitRateFromQualityRecords,BlueLaunchRangeMean,BlueLaunchRangeP25,BlueLaunchRangeP50,BlueLaunchRangeP75,BlueLaunchAoDegMean,BlueLaunchAoDegP50,BlueLaunchTaDegMean,BlueLaunchTaDegP50,BlueLaunchClosingSpeedMean,BlueLaunchAltitudeDiffAbsMean,BlueLaunchHitRateFromQualityRecords,RedActionAbsMean,RedActionNearBoundFrac,RedActionNearBoundFracPitch,RedActionNearBoundFracHeading,RedActionNearBoundFracVelocity
280000,140,-388.693681640625,94.3987380466323,0.0,0.0008904719501335708,0.16,10.4,1123,1,1122,0,0.02,2.92,3090,278,25,0,25,3090,0.5319148936170213,0.4918032786885246,0.007422802850356294,0.008090614886731391,0.00089126559714795,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.9297037124633789,0.9175899624824524,0.9474471807479858,-0.0729840025305748,-0.26377201862633226,148.79731140136718,4.028140765428543,-1.3077461731805453,-0.183777510592146,35.44713077743544,0.0,0.0,-335.6491854505986,-87.0,0.0,-1.3077461731805453,-0.4359153910601818,-0.183777510592146,-0.061259170197382,35.44713077743544,11.815710259145147,0.0,0.0,0.0,0.0,-335.6491854505986,-111.8830618168662,-87.0,0,1385,0,43,140910,30178,11986,70323,58116,7707,0,70806,0,0,0,0,0,43,0.0,0.03104693140794224,0.0,0.019694836682166574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3696.2605111481303,3287.6224011628956,3671.173509799503,4106.19798349833,26.354944856809286,29.67047372600799,131.71529515866266,128.79360086903736,13.964146876180282,2000.426737076367,0.375,0.6185809970421701,0.0013557024233180816,0.001525165226232842,0.0010167768174885613,0.001525165226232842
282000,141,-394.8684298706055,92.19427206557032,0.0,0.0008865248226950354,0.14,9.92,1128,1,1127,0,0.02,2.92,3100,283,25,0,25,3100,0.5208333333333334,0.48949944733933365,0.0073898906296186815,0.008064516129032258,0.0008873114463176575,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.9361029863357544,0.9271500706672668,0.9508299231529236,-0.06609238684177399,-0.299324360396713,107.77877731323242,4.049029976129532,-1.341882030115587,-0.1860924782827321,32.612039742209824,0.0,0.0,-338.9523746230827,-87.0,0.0,-1.341882030115587,-0.447294010038529,-0.1860924782827321,-0.06203082609424403,32.612039742209824,10.87067991406994,0.0,0.0,0.0,0.0,-338.9523746230827,-112.98412487436089,-87.0,15,1352,1,50,158622,29452,23723,80213,58486,14287,412,82928,0,13,0,0,1,63,0.06666666666666667,0.03698224852071006,9.456443620683134e-05,0.016855123234388442,7714.539096633619,7714.539096633619,7714.539096633619,7714.539096633619,33.6793472069809,33.6793472069809,95.13600551305201,95.13600551305201,86.81342030452505,5079.8544956181395,0.0,4136.178871132543,3380.8294162005614,3839.843450730746,4947.101813479837,25.3970303969656,26.667920762782927,147.91785364303973,157.51794383026015,-22.21505995360779,2055.021031319887,0.23404255319148937,0.6207431141496219,0.0016827626573017267,0.0013169446883230904,0.002414398595258999,0.0013169446883230904
284000,142,-385.5431283569336,92.53689219002628,0.0,0.0008833922261484099,0.14,9.68,1132,1,1131,0,0.02,2.92,3108,287,25,0,25,3108,0.5,0.4876824101678958,0.007363770250368188,0.008043758043758044,0.0008841732979664014,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.9413304328918457,0.9313749670982361,0.9581995010375977,-0.06054174154996872,-0.24800962954759598,128.89092330932618,4.067743319272995,-1.3451215366643487,-0.18287594343500083,31.4124271934903,0.0,0.0,-328.42744251674196,-87.0,0.0,-1.3451215366643487,-0.44837384555478293,-0.18287594343500083,-0.06095864781166694,31.4124271934903,10.470809064496766,0.0,0.0,0.0,0.0,-328.42744251674196,-109.47581417224733,-87.0,30,1099,2,40,99827,22721,6020,43302,38058,4626,4390,66628,0,0,0,0,2,40,0.06666666666666667,0.036396724294813464,0.000300519899426007,0.02537989007436146,3708.5354317108604,2135.1292279990203,3708.5354317108604,5281.9416354227005,27.50636572112242,27.50636572112242,137.99981715762024,137.99981715762024,182.76441628803784,1966.3832034508166,0.0,4149.5995989351795,3241.5077681621715,3835.7507895329345,5244.493162208722,21.139698269297355,18.44893718596913,138.59254668634168,138.44943442724502,5.2545494432333175,1785.6563214881899,0.3181818181818182,0.6198800644474206,0.0016134236850596966,0.002904162633107454,0.00032268473701193933,0.0016134236850596966
286000,143,-375.70456268310545,81.58529934915997,0.0,0.0008795074758135445,0.18,9.64,1137,1,1136,0,0.02,2.9,3122,288,26,0,26,3122,0.52,0.48674773932023696,0.007624633431085044,0.008327994875080076,0.0008802816901408451,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.950699508190155,0.9396902918815613,0.9682567715644836,-0.050643861293792725,-0.26446711979806425,92.52875213623047,4.090721440315247,-1.3523384201971222,-0.18347558820041215,30.786325866889428,0.0,0.0,-318.5549523171524,-86.4,0.0,-1.3523384201971222,-0.45077947339904073,-0.18347558820041215,-0.061158529400137385,30.786325866889428,10.262108622296475,0.0,0.0,0.0,0.0,-318.5549523171524,-106.18498410571748,-86.4,0,1167,0,41,95392,10663,10022,25767,20352,4995,116,73705,0,0,0,0,0,41,0.0,0.03513281919451585,0.0,0.04529048783327512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3657.9956182918677,3282.714776824913,3581.9926335906353,4112.071286873366,28.309652953051952,29.107643529292016,145.17341459186787,146.19340609946357,-0.2597422350722305,1942.1894965003082,0.1951219512195122,0.6151515306666843,0.001417434443656981,0.001417434443656981,0.001417434443656981,0.001417434443656981
288000,144,-377.1379373168945,83.25860457131972,0.0,0.0008771929824561404,0.18,9.46,1140,1,1139,0,0.02,2.9,3129,290,26,0,26,3129,0.52,0.4837662337662338,0.0076045627376425855,0.008309364014062001,0.000877963125548727,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.9589337706565857,0.9466257691383362,0.9756975769996643,-0.04201488941907883,-0.2844940251670778,97.71619720458985,4.117645508050918,-1.3607828420383643,-0.18396650544850343,30.406749187458377,0.0,0.0,-319.59981208978695,-86.4,0.0,-1.3607828420383643,-0.4535942806794548,-0.18396650544850343,-0.06132216848283448,30.406749187458377,10.135583062486125,0.0,0.0,0.0,0.0,-319.59981208978695,-106.53327069659565,-86.4,0,1528,0,54,148328,27578,12630,66703,59072,4447,0,84240,0,0,0,0,0,54,0.0,0.03534031413612566,0.0,0.022907515404104763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3847.0802178751787,2856.2731186342853,3620.6445635324285,4567.222693613643,24.463963140489266,22.299723643898375,140.56064967081218,149.8311753049681,-8.256966249549423,1826.3281609598334,0.21739130434782608,0.6296179516224494,0.0026184241847179244,0.0030945013092120925,0.0014282313734825041,0.0033325398714591763
290000,145,-376.05811309814453,83.87290564692042,0.0,0.0008741258741258741,0.16,9.22,1144,1,1143,0,0.02,2.92,3139,292,26,0,26,3139,0.5098039215686274,0.4810727969348659,0.00757796560769455,0.00828289264096846,0.0008748906386701663,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.9665095210075378,0.953701376914978,0.9811752438545227,-0.034132279455661774,-0.192144310567528,116.40865020751953,4.142856073379517,-1.3690322408975009,-0.18650041309576512,30.040446003387974,0.0,0.0,-317.54289905181133,-87.0,0.0,-1.3690322408975009,-0.45634408029916695,-0.18650041309576512,-0.06216680436525504,30.040446003387974,10.013482001129324,0.0,0.0,0.0,0.0,-317.54289905181133,-105.84763301727044,-87.0,15,1571,1,57,157328,18618,18724,52757,40042,11143,545,106571,0,0,0,0,1,57,0.06666666666666667,0.036282622533418206,9.534221499033865e-05,0.02977803893322213,1775.513205587789,1775.513205587789,1775.513205587789,1775.513205587789,13.3138099392491,13.3138099392491,173.58641390458337,173.58641390458337,270.54286911629913,1774.8471479141162,0.0,4366.467875301759,3301.313920503603,3801.4970302651122,5327.504379034184,26.369829841143147,28.552809873045003,144.30595058971002,148.84152412300128,-24.93263240070096,2009.8273971711217,0.14516129032258066,0.6252934347113829,0.0019449431478156792,0.0017953321364452424,0.0011220825852782765,0.0029174147217235187
292000,146,-370.909953918457,76.69786147699614,0.0,0.0008726003490401396,0.16,9.1,1146,1,1145,0,0.02,2.92,3143,294,26,0,26,3143,0.5,0.4780955278369334,0.007564736688972942,0.008272351256761056,0.0008733624454148472,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.9736828804016113,0.9631084203720093,0.9853043556213379,-0.026713144034147263,-0.28206799617037176,75.31418304443359,4.166402363777161,-1.3652377885820632,-0.18504209250599568,29.961995014169226,0.0,0.0,-312.3215716532572,-87.0,0.0,-1.3652377885820632,-0.4550792628606877,-0.18504209250599568,-0.06168069750199856,29.961995014169226,9.987331671389741,0.0,0.0,0.0,0.0,-312.3215716532572,-104.10719055108574,-87.0,27,1475,1,49,108485,10153,13222,30767,21602,9877,1084,81354,0,15,0,0,1,64,0.037037037037037035,0.033220338983050844,0.0002488823339632207,0.047940975720739756,4100.704747798632,4100.704747798632,4100.704747798632,4100.704747798632,44.97376211534116,44.97376211534116,111.38297213589664,111.38297213589664,126.64854985606168,1155.3592813300857,0.0,3832.63714062064,3070.1034760534035,3654.4197429069,4338.419609279611,25.035979504597954,23.242902753791064,141.14971617727826,145.6345547380261,-3.501508796780229,1786.3427063277445,0.14,0.6212003595405831,0.0027159720045962605,0.003760576621748668,0.002820432466311501,0.0015669069257286117
294000,147,-366.5933270263672,69.20540288703165,0.0,0.0008680555555555555,0.18,9.38,1152,1,1151,0,0.02,2.92,3154,301,26,0,26,3154,0.49056603773584906,0.4770836484646801,0.007525325615050651,0.008243500317057704,0.0008688097306689834,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.978169322013855,0.9690777063369751,0.9882075786590576,-0.022104537114501,-0.21804380808025597,124.62086563110351,4.183819955587387,-1.3904304052320493,-0.19002444553796105,31.103222652243836,0.0,0.0,-309.1159954213098,-87.0,0.0,-1.3904304052320493,-0.46347680174401645,-0.19002444553796105,-0.06334148184598702,31.103222652243836,10.367740884081279,0.0,0.0,0.0,0.0,-309.1159954213098,-103.03866514043659,-87.0,3,1021,1,37,115950,26524,6651,54328,45646,5664,486,63662,0,0,0,0,1,37,0.3333333333333333,0.03623898139079334,2.5873221216041397e-05,0.01879325577970844,5043.1830169095065,5043.1830169095065,5043.1830169095065,5043.1830169095065,39.64465016027172,39.64465016027172,143.5531140652635,143.5531140652635,184.15693104574714,4547.021936217835,0.0,4034.360138404985,3243.600499417558,3636.055577608342,4118.38189797989,26.69574203999438,25.156274788639383,128.93351012597608,128.63882561650527,16.910788212558202,1897.0560566341678,0.2894736842105263,0.6303522009857473,0.0036507453605111044,0.0051718892607240646,0.0027380590203833284,0.0030422878004259203
296000,148,-377.28784118652345,81.99515540549297,0.0,0.0008650519031141869,0.18,9.82,1156,1,1155,0,0.02,2.92,3166,301,26,0,26,3166,0.49056603773584906,0.47509003601440575,0.0074992789154888955,0.0082122552116235,0.0008658008658008658,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.9834265112876892,0.974216878414154,0.9951690435409546,-0.016751734539866447,-0.3974732069298625,110.20280838012695,4.199011665582657,-1.3370700320898246,-0.1863771970300296,33.195418063829955,0.0,0.0,-321.95970217771105,-87.0,0.0,-1.3370700320898246,-0.4456900106966082,-0.1863771970300296,-0.062125732343343204,33.195418063829955,11.065139354609984,0.0,0.0,0.0,0.0,-321.95970217771105,-107.31990072590368,-87.0,0,1646,0,53,136502,16794,9173,51912,42533,6069,0,84590,0,15,0,0,0,68,0.0,0.03219927095990279,0.0,0.031707505008475884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4089.093797153816,3307.1981063735807,3963.0422916120747,4532.860348763118,22.935142056849752,23.72840946622139,147.52766112689176,162.7990358212442,-32.03240707191749,1785.3801141297183,0.12,0.6341776074777011,0.004562604194086163,0.0036851803106080546,0.004474861805738352,0.005527770465912082
298000,149,-376.8238775634766,80.98865422032404,0.0,0.0008635578583765112,0.18,9.84,1158,1,1157,0,0.02,2.92,3168,305,26,0,26,3168,0.45614035087719296,0.4718498659517426,0.007486323063633746,0.008207070707070708,0.000864304235090752,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.9917093515396118,0.9838315844535828,1.0008373260498047,-0.008350185118615627,-0.24325776407495142,69.59939956665039,4.219536578655243,-1.3681160038406792,-0.18924654716360986,33.47883325272116,0.0,0.0,-321.7452282610703,-87.0,0.0,-1.3681160038406792,-0.4560386679468931,-0.18924654716360986,-0.06308218238786996,33.47883325272116,11.159611084240387,0.0,0.0,0.0,0.0,-321.7452282610703,-107.24840942035677,-87.0,75,1359,4,50,123601,12853,20925,36361,24337,9411,4032,93835,15,0,0,0,19,50,0.05333333333333334,0.03679175864606328,0.0006067912071908803,0.037375209702703444,7960.760059061038,7695.8112966418585,9385.29762066041,9650.24638307959,42.67883813264284,42.69351896231498,156.51226415847464,161.079852349939,-3.0351141964676707,891.008733673274,0.0,4480.989155312857,3706.597880408654,4291.9961399449785,5030.538021479626,24.91535947832971,22.392514478270826,144.9089130280213,158.9767123042632,-0.1638190267286361,2152.9686321033723,0.14814814814814814,0.6347113411712639,0.002662993572084481,0.004683195592286501,0.001652892561983471,0.001652892561983471
300000,150,-381.11125122070314,89.44547492736224,0.0,0.0008613264427217916,0.18,10.1,1161,1,1160,0,0.02,2.92,3174,308,26,0,26,3174,0.45614035087719296,0.47057079318013345,0.007466973004020678,0.008191556395715185,0.0008620689655172414,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.9982027411460876,0.9922931790351868,1.0067747831344604,-0.0018181484192609787,-0.3059618823230267,67.33662719726563,4.2421411871910095,-1.345205831069923,-0.18846198585100776,35.15606029941764,0.0,0.0,-327.7335335649017,-87.0,0.0,-1.345205831069923,-0.4484019436899744,-0.18846198585100776,-0.06282066195033592,35.15606029941764,11.718686766472546,0.0,0.0,0.0,0.0,-327.7335335649017,-109.24451118830056,-87.0,0,1081,0,31,91066,14544,3593,41881,35426,5742,4235,56348,0,15,0,0,0,46,0.0,0.028677150786308975,0.0,0.025811227048064756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4454.422010819516,2969.0243961467113,3665.0637854782244,4327.73987377619,26.75404923655137,27.60851521604266,141.7338350480184,146.65137237935508,-4.456925284456306,2069.6994337769033,0.20689655172413793,0.6287697382331341,0.0025173064820641915,0.0031466331025802393,0.0022026431718061676,0.0022026431718061676
302000,151,-385.4919393920898,88.51789475176895,0.0,0.0008561643835616438,0.16,10.42,1168,1,1167,0,0.0,2.94,3188,315,28,0,28,3188,0.49122807017543857,0.47055350553505537,0.00799314872966029,0.00878293601003764,0.000856898029134533,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",1.007641315460205,0.9973068237304688,1.0188930034637451,0.007573890499770641,-0.1434124929830432,160.20059204101562,4.264379495382309,-1.3123827157491053,-0.19025088477344437,35.91753901582993,0.0,0.0,-331.7067216326713,-88.2,0.0,-1.3123827157491053,-0.43746090524970177,-0.19025088477344437,-0.06341696159114812,35.91753901582993,11.972513005276644,0.0,0.0,0.0,0.0,-331.7067216326713,-110.56890721089043,-88.2,0,849,0,30,111020,30382,8250,65273,56528,6486,0,49274,0,0,0,0,0,30,0.0,0.0353356890459364,0.0,0.013006909441882555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3842.4242358860643,2899.850076950641,3887.672838364122,4485.299166856131,26.522397189978133,25.708004131712734,140.94467474741967,147.07595832930355,-1.2130715494942508,1964.3425644385568,0.28125,0.6371759079699183,0.004008016032064128,0.006012024048096192,0.0017177211565989122,0.00429430289149728
304000,152,-384.5065249633789,89.47577233369849,0.0,0.000855431993156544,0.16,10.44,1169,1,1168,0,0.0,2.94,3189,317,28,0,28,3189,0.49122807017543857,0.4666374012291484,0.007986309184255563,0.008780181875195987,0.0008561643835616438,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",1.0183923244476318,1.0044951438903809,1.0297096967697144,0.018172334879636765,-0.12840364053845404,36.41888790130615,4.296273624897003,-1.302798497080235,-0.18984414459628138,35.916794221485254,0.0,0.0,-330.7305522472847,-88.2,0.0,-1.302798497080235,-0.4342661656934117,-0.18984414459628138,-0.0632813815320938,35.916794221485254,11.972264740495085,0.0,0.0,0.0,0.0,-330.7305522472847,-110.24351741576157,-88.2,0,1496,0,59,124000,8215,16823,36409,21426,10177,0,91636,0,0,0,0,0,59,0.0,0.03943850267379679,0.0,0.04108874179461122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4111.889554161151,3370.9500232160876,3791.7990073558335,4359.242406560356,26.037157875526514,27.758345477054682,148.62114339036117,157.5679632748913,-37.20458520481131,1980.2298536242586,0.07547169811320754,0.6406828034012829,0.0033065236818588025,0.002412868632707775,0.003485254691689008,0.004021447721179625
306000,153,-393.79951629638674,90.20276296825539,0.0,0.0008525149190110827,0.2,11.02,1173,1,1172,0,0.0,2.9,3198,320,30,0,30,3198,0.4838709677419355,0.4644880174291939,0.008527572484366117,0.009380863039399626,0.0008532423208191126,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",1.0316283702850342,1.0178589820861816,1.0411019325256348,0.031091630458831787,-0.07918791929259897,120.89257354736328,4.331619596481323,-1.2994233909795379,-0.1908049100954806,37.58543047350173,0.0,0.0,-342.89462016696694,-87.0,0.0,-1.2994233909795379,-0.43314113032651264,-0.1908049100954806,-0.06360163669849353,37.58543047350173,12.528476824500578,0.0,0.0,0.0,0.0,-342.89462016696694,-114.29820672232232,-87.0,75,1401,5,51,118635,18719,16863,47471,33677,9851,6381,81320,0,0,0,0,5,51,0.06666666666666667,0.03640256959314775,0.0006321911746112024,0.029512755155779318,6683.847512128766,6647.4177306875845,6964.154699837745,9071.71250417135,38.865171721618296,42.05022741132326,132.36799514119173,136.1820435081521,76.89654335545283,2758.0479319071865,0.4,4205.744950132479,3335.153311532722,4284.8978049449,4916.4260413488655,23.497809301411703,22.00705032550295,140.30482288625467,140.64169949560443,14.935694092538327,1860.626345069594,0.16071428571428573,0.6427948015276358,0.004214963119072708,0.004478398314014752,0.0026343519494204425,0.0055321390937829295
308000,154,-390.8056878662109,93.2920055746617,0.0,0.0008488964346349745,0.28,11.82,1178,1,1177,0,0.0,2.88,3211,322,31,0,31,3211,0.49206349206349204,0.4634146341463415,0.00877441268044155,0.009654313298037995,0.0008496176720475786,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",1.0430865287780762,1.0334025621414185,1.0501188039779663,0.042161084711551666,-0.19371099872514605,149.07070617675782,4.367500776052475,-1.2794130131236865,-0.19084680458520595,41.12772250790784,0.0,0.0,-344.06304521215753,-86.4,0.0,-1.2794130131236865,-0.42647100437456215,-0.19084680458520595,-0.06361560152840198,41.12772250790784,13.70924083596928,0.0,0.0,0.0,0.0,-344.06304521215753,-114.68768173738584,-86.4,15,1453,1,44,125398,23304,6924,53706,45153,7652,778,72470,0,0,0,0,1,44,0.06666666666666667,0.030282174810736407,0.00011961913268154198,0.027054705247085985,3813.692495666492,3813.692495666492,3813.692495666492,3813.692495666492,37.587128540844816,37.587128540844816,90.78469107069823,90.78469107069823,188.55650602220655,1900.0151668749113,0.0,3831.4419626179515,3417.2593770356198,3783.7719985132494,4429.794056146268,25.645706928644827,26.1653326961864,136.55899696900568,128.9513635685181,22.079511923623055,1848.0251853914526,0.3191489361702128,0.6496755644553623,0.005780346820809248,0.004679328378750344,0.005229837599779796,0.007431874483897605
